id,catalog_file,publish,watermark_status,keif_v2_source_path,orb_inliers,match_method,has_equivalent_in_images-watermarked/web
66,keif-aldiafa-event-iconica-boutique-opening-mall-qahwaji.webp,yes,double,public/images/events/saudi-event-vip-reception-luxury-retail-traditional-attire.webp,433,آلي,yes
67,keif-aldiafa-event-ishraq-almadina-mias-sunrise-hotels-axiscare-qahwaji.webp,yes,single_ok,public/images/events/formal-reception-government-event-majad-booth-arabic-coffee.webp,1199,آلي,yes
68,keif-aldiafa-event-jeddah-central-development-company-qahwaji-vip-guests.webp,yes,single_ok,public/images/events/saudi-event-vip-arabic-coffee-ceremony-camel-decor-indoor.webp,848,آلي,yes
69,keif-aldiafa-event-luxury-menswear-boutique-qahwaji-coffee-sweets.webp,yes,double,public/images/events/vip-reception-luxury-catering-menswear-boutique-host.webp,1200,آلي,yes
70,keif-aldiafa-event-makkah-hotel-towers-mcdc-qahwaji-exhibition-1.webp,yes,single_ok,public/images/events/ksa-event-luxury-catering-mcdc-conference-ceremonial-coffee.webp,756,آلي,yes
71,keif-aldiafa-event-makkah-hotel-towers-mcdc-qahwaji-pouring-coffee-2.webp,yes,single_ok,public/images/events/marble-hall-makkah-hotel-towers-saudi-hosts-dates-tray.webp,475,آلي,yes
72,keif-aldiafa-event-makkiyoon-golden-qahwaji-exhibition-makkah.webp,yes,single_ok,public/images/events/outdoor-event-tourism-booth-expo-saudi-host-coffee-set.webp,920,آلي,yes
73,keif-aldiafa-event-manasik-almashaer-ghufranak-qahwaji-hajj-expo-1.webp,yes,single_ok,public/images/events/saudi-hosts-ceremonial-coffee-expo-makkah-hotel-booth.webp,752,آلي,yes
74,keif-aldiafa-event-manasik-almashaer-ghufranak-qahwaji-hajj-expo-2.webp,yes,single_ok,public/images/events/saudi-event-formal-reception-makkah-themed-exhibition.webp,671,آلي,yes
75,keif-aldiafa-event-millennium-hotels-resorts-qahwaji-exhibition.webp,yes,single_ok,public/images/events/corporate-event-exhibition-makkiyoon-traditional-attire-qahwa.webp,613,آلي,yes
76,keif-aldiafa-event-nahda-park-view-113-real-estate-qahwaji-jeddah.webp,yes,double,public/images/events/indoor-event-luxury-catering-ceremonial-coffee-exhibition-reception.webp,749,آلي,yes
77,keif-aldiafa-event-najeeb-auto-jimny-ksa-club-qahwaji-dates.webp,yes,double,public/images/events/expo-jimny-ksa-club-saudi-hosts-gift-presentation.webp,605,آلي,yes
78,keif-aldiafa-event-najeeb-auto-suzuki-showroom-qahwaji-dates-palm-counter-3.webp,yes,single_ok,public/images/events/formal-reception-hospitality-staff-york-arabic-coffee-ceremony.webp,1071,آلي,yes
79,keif-aldiafa-event-nayifat-finance-qahwaji-exhibition.webp,yes,double,public/images/events/indoor-event-saudi-hosts-bisht-qahwa-service-traditional.webp,1238,آلي,yes
80,keif-aldiafa-event-new-balance-kiehls-store-interactive-photo-mirror.webp,yes,double,public/images/services/artistic/photo-booth/photo-booth-2.webp,763,آلي,yes
81,keif-aldiafa-event-omoda-c5-car-launch-mirror-photo-booth.webp,yes,single_ok,public/images/services/artistic/photo-booth/photo-booth-6.webp,1192,آلي,yes
82,keif-aldiafa-event-osus-alinsha-contracting-qahwaji-exhibition.webp,yes,single_ok,public/images/events/jeddah-event-marble-hall-osus-alinsha-vip-reception.webp,1267,آلي,yes
83,keif-aldiafa-event-rawahel-almashaer-pilgrims-qahwaji-exhibition.webp,yes,single_ok,public/images/events/exhibition-hospitality-rawahil-al-mashaer-arabic-coffee-ceremony.webp,495,آلي,yes
84,keif-aldiafa-event-safwat-alshaaer-pilgrims-services-qahwaji-hajj-expo.webp,yes,single_ok,public/images/events/conference-catering-hospitality-staff-medical-college-exhibition.webp,550,آلي,yes
85,keif-aldiafa-event-shs-saja-hospitality-solutions-exhibition-qahwaji.webp,yes,single_ok,public/images/events/saudi-event-luxury-catering-hospitality-staff-saja-exhibition.webp,1254,آلي,yes
86,keif-aldiafa-event-suzuki-najeeb-auto-showroom-qahwaji-balloon-arch-1.webp,yes,single_ok,public/images/events/saudi-event-vip-reception-suzuki-exhibition-arabic-coffee.webp,1109,آلي,yes
87,keif-aldiafa-event-suzuki-najeeb-auto-showroom-qahwaji-red-thobe-dates-palm-2.webp,yes,single_ok,public/images/events/conference-catering-saudi-electricity-company-dates-tray-luxury.webp,570,آلي,yes
88,keif-aldiafa-event-takween-alwatan-support-services-qahwaji-exhibition.webp,yes,double,public/images/events/ksa-event-corporate-event-takween-al-watan-ceremonial-coffee.webp,563,آلي,yes
89,keif-aldiafa-event-tawkeel-umrah-qahwaji-dates-sweets-exhibition-1.webp,yes,double,public/images/events/luxury-catering-arabic-coffee-ceremony-gala-dinner-indoor.webp,726,آلي,yes
90,keif-aldiafa-event-tawkeel-umrah-qahwaji-pouring-coffee-2.webp,yes,single_ok,public/images/events/ksa-event-qahwa-service-corporate-event-tawkeel.webp,558,آلي,yes
91,keif-aldiafa-event-the-private-aviation-company-booth-qahwaji-1.webp,yes,single_ok,public/images/events/jeddah-event-formal-reception-private-aviation-qahwa-service.webp,1251,آلي,yes
92,keif-aldiafa-event-the-private-aviation-company-booth-qahwaji-2.webp,yes,single_ok,public/images/events/saudi-event-vip-reception-aviation-booth-arabic-coffee-ceremony.webp,1116,آلي,yes
93,keif-aldiafa-event-york-hvac-company-lobby-qahwaji-dates-sweets-2.webp,yes,single_ok,public/images/events/corporate-event-vip-suzuki-showroom-arabic-coffee-ceremony.webp,558,آلي,yes
94,keif-aldiafa-event-york-hvac-showroom-qahwaji-dates-coffee.webp,yes,single_ok,public/images/events/indoor-event-exhibition-york-booth-qahwa-service.webp,948,آلي,yes
95,keif-aldiafa-event-mavera-hall-jeddah-incense-mabkhara-server-1.webp,yes,single_ok,public/images/services/male/hosts/hizam/hizam-1.webp,589,آلي,yes
96,keif-aldiafa-event-mavera-hall-jeddah-incense-mabkhara-server-2.webp,yes,single_ok,public/images/weddings/saudi-wedding-vip-wedding-hall-host-dallah-flag.webp,807,آلي,yes
97,keif-aldiafa-golden-backlit-outdoor-coffee-bar-night-dallahs-incense.webp,yes,double,public/images/services/artistic/counter/counter-1.webp,1059,آلي,yes
98,keif-aldiafa-golden-hospitality-counter-saudi-emblem-server-drinks-station.webp,yes,double,public/images/services/artistic/counter/counter-2.webp,585,آلي,yes
99,keif-aldiafa-luxury-majlis-gold-columns-buffet-guests-panoramic.webp,yes,double,public/images/hero/hero-desktop.webp,274,آلي,no
100,keif-aldiafa-mubashirin-lined-along-wedding-hall-aisle-golden-dallahs.webp,yes,single_ok,public/images/weddings/arab-wedding-men-section-wedding-decoration-qahwa-station.webp,1224,آلي,yes
101,keif-aldiafa-qahwaji-black-daglah-behind-coffee-water-sweets-table.webp,yes,double,public/images/services/artistic/mobile-table/table-3.webp,1084,آلي,yes
102,keif-aldiafa-qahwaji-black-daglah-carrying-tray-dallah-cups-hotel-lobby.webp,yes,double,public/images/services/male/hosts/dagla-janbiya/dagla-janbiya-1.webp,558,آلي,yes
103,keif-aldiafa-qahwaji-lavender-themed-hospitality-corner-camel-cutout.webp,yes,double,public/images/events/majlis-qahwa-service-saudi-event-camel-decor.webp,331,آلي,yes
104,keif-aldiafa-qahwaji-red-shemagh-saudi-flag-national-pavilion.webp,yes,double,public/images/events/ksa-event-qahwa-service-hospitality-staff-arabic-coffee-ceremony.webp,620,آلي,yes
105,keif-aldiafa-qahwajiin-incense-and-dallah-majlis-hall-guests-seated.webp,yes,double,public/images/events/saudi-event-vip-reception-luxury-catering-majlis-traditional-attire.webp,681,آلي,yes
106,keif-aldiafa-qahwajiin-incense-welcome-luxury-hotel-lobby-chandelier.webp,yes,double,public/images/hero/hero-mobile.webp,555,آلي,no
107,keif-aldiafa-server-black-suit-gold-tray-six-glasses-red-tea.webp,yes,double,public/images/hot-drinks/red-tea.webp,630,آلي,yes
108,keif-aldiafa-server-gold-tray-four-turkish-coffee-cups-qr-card-roses.webp,yes,double,public/images/hot-drinks/turkish-coffee.webp,526,آلي,yes
109,keif-aldiafa-server-gold-tray-green-tea-glasses-qr-card-white-roses.webp,yes,double,public/images/hot-drinks/green-tea.webp,686,آلي,yes
110,keif-aldiafa-server-white-jacket-gold-tray-pineapple-ginger-juice.webp,yes,double,public/images/hot-drinks/ginger-pineapple.webp,345,آلي,yes
111,keif-aldiafa-team-catering-staff-uniform-apron-badge.webp,yes,double,public/images/services/male/safarjia/safarjia-6.webp,547,آلي,yes
112,keif-aldiafa-team-female-hospitality-staff-rose-wall-promo.webp,yes,double,public/images/services/female-services/female-7.webp,1327,آلي,yes
113,keif-aldiafa-team-female-server-serving-tray-of-tea.webp,yes,double,public/images/services/female-services/female-3.webp,1294,آلي,yes
114,keif-aldiafa-team-female-staff-lineup-floral-backdrop.webp,yes,single_ok,public/images/services/female-services/female-6.webp,1284,آلي,yes
115,keif-aldiafa-team-five-hostesses-uniform-white-shirt-gloves-rose-wall.webp,yes,double,public/images/services/female/hostesses/hostess-1.webp,1281,آلي,yes
116,keif-aldiafa-team-five-qahwajiin-black-daglah-golden-dallah-wedding-hall.webp,yes,single_ok,public/images/weddings/luxury-wedding-hall-male-hosts-dallah-gift-tray.webp,674,آلي,yes
117,keif-aldiafa-team-four-male-staff-traditional-dress-standing-indoor.webp,yes,single_ok,public/images/weddings/saudi-wedding-traditional-uniform-male-hosts-white-thobe.webp,852,آلي,yes
118,keif-aldiafa-team-four-masked-servers-group-photo.webp,yes,double,public/images/services/safarjia/safarji-3.webp,745,آلي,yes
119,keif-aldiafa-team-four-servers-in-white-tulle-dresses-holding-trays.webp,yes,single_ok,public/images/services/female-services/female-8.webp,904,آلي,yes
120,keif-aldiafa-team-fourteen-qahwajiin-black-daglah-lineup-wedding-hall-2.webp,yes,single_ok,public/images/weddings/riyadh-wedding-vip-wedding-hall-male-host.webp,1276,آلي,yes
121,keif-aldiafa-team-fourteen-qahwajiin-black-daglah-lineup-wedding-hall-jeddah-1.webp,yes,single_ok,public/images/weddings/jeddah-wedding-men-section-traditional-uniform-luxury-wedding.webp,1317,آلي,yes
122,keif-aldiafa-team-golden-tray-karak-chai-tea.webp,yes,single_ok,public/images/hot-drinks/karak-tea.webp,680,آلي,yes
123,keif-aldiafa-team-hospitality-staff-three-uniforms-banner.webp,yes,double,public/images/services/safarjia/safarjia-main-bg.webp,1009,آلي,yes
124,keif-aldiafa-team-man-holding-golden-incense-burner-entrance.webp,yes,double,public/images/weddings/qahwa-station-male-host-dallah-wedding-hall-ceremony.webp,366,آلي,yes
125,keif-aldiafa-team-man-in-traditional-attire-holding-dallah.webp,yes,double,public/images/services/male/souqiya/souqiya-3.webp,489,آلي,yes
126,keif-aldiafa-team-man-pouring-coffee-from-dallah.webp,yes,double,public/images/services/male/hosts/dagla/dagla-1.webp,509,آلي,yes
127,keif-aldiafa-team-man-served-incense-mabkhara.webp,yes,double,public/images/weddings/saudi-wedding-qahwa-station-dallah-white-thobe.webp,698,آلي,yes
128,keif-aldiafa-team-man-serving-arabic-coffee-cup.webp,yes,double,public/images/weddings/saudi-wedding-male-host-arabic-coffee-luxury-wedding.webp,645,آلي,yes
129,keif-aldiafa-team-men-in-traditional-garments-indoor-hall.webp,yes,single_ok,public/images/weddings/arab-wedding-hall-men-section-male-hosts-marble.webp,190,آلي,yes
130,keif-aldiafa-team-men-serving-coffee-and-sweets-at-table.webp,yes,double,public/images/events/formal-reception-indoor-event-saudi-hosts-luxury-catering.webp,821,آلي,yes
131,keif-aldiafa-team-nine-hostesses-rose-wall-womens-services-banner-hires.webp,yes,single_ok,public/images/services/female-services/female-7.webp,1415,آلي,yes
132,keif-aldiafa-team-nine-qahwajiin-black-embroidered-daglah-banquet-hall-2.webp,yes,double,public/images/weddings/jeddah-wedding-men-section-traditional-uniform-luxury-wedding.webp,847,آلي,yes
133,keif-aldiafa-team-nine-qahwajiin-white-thobe-black-vest-luxury-hall.webp,yes,double,public/images/weddings/luxury-wedding-men-section-traditional-uniform-wedding-hall.webp,1121,آلي,yes
134,keif-aldiafa-team-nine-qahwajiin-white-thobe-black-vest-ornate-hall-2.webp,yes,double,public/images/weddings/luxury-wedding-men-section-traditional-uniform-wedding-hall.webp,662,آلي,yes
135,keif-aldiafa-team-person-offering-tray-of-assorted-sweets-embroidered-garment.webp,yes,double,public/images/distributions/jeddah-vip-dates-dessert-gahwa-gift-tray.webp,1249,آلي,yes
136,keif-aldiafa-team-person-serving-golden-dallah-coffee.webp,yes,single_ok,public/images/weddings/wedding-coffee-male-host-dallah-tray-white-thobe.webp,472,آلي,yes
137,keif-aldiafa-team-qahwaji-floral-counter-exhibition-hall-tv-screens.webp,yes,single_ok,public/images/events/ksa-event-arabic-coffee-ceremony-masked-host-exhibition.webp,693,آلي,yes
138,keif-aldiafa-team-qahwaji-mobile-sadu-table-water-cups-hall.webp,yes,single_ok,public/images/services/artistic/mobile-table/table-3.webp,695,آلي,yes
139,keif-aldiafa-team-qahwajiin-black-bisht-lineup-luxury-hall-lowres.webp,decorative,single_ok,public/images/weddings/arab-wedding-hall-men-section-male-hosts-marble.webp,1076,آلي,yes
140,keif-aldiafa-team-qahwajiin-black-daglah-serving-guests-hotel-corridor.webp,yes,single_ok,public/images/weddings/saudi-wedding-men-section-male-host-dallah-traditional.webp,1133,آلي,yes
141,keif-aldiafa-team-server-holding-dallah-and-dates.webp,yes,single_ok,public/images/weddings/saudi-wedding-male-host-dallah-dates-qahwa-station.webp,1036,آلي,yes
142,keif-aldiafa-team-server-pouring-dallah-at-exhibition-booth.webp,yes,single_ok,public/images/events/gala-dinner-vip-reception-royal-protocol-marble-luxury.webp,666,آلي,yes
143,keif-aldiafa-team-server-presenting-gold-tray-to-seated-men.webp,yes,double,public/images/weddings/arab-wedding-male-host-qahwa-station-vip-wedding.webp,911,آلي,yes
144,keif-aldiafa-team-server-serving-tray-in-indoor-gathering.webp,yes,double,public/images/weddings/saudi-wedding-male-host-coffee-vip-wedding-hall.webp,850,آلي,yes
145,keif-aldiafa-team-servers-holding-dallah-in-banquet-hall.webp,yes,double,public/images/weddings/saudi-wedding-men-section-male-host-dallah-traditional.webp,940,آلي,yes
146,keif-aldiafa-team-ten-qahwajiin-black-embroidered-daglah-banquet-hall.webp,yes,double,public/images/weddings/riyadh-wedding-vip-wedding-hall-male-host.webp,845,آلي,yes
147,keif-aldiafa-team-three-hospitality-staff-standing-banqueting-room.webp,yes,double,public/images/services/male/safarjia/safarjia-2.webp,755,آلي,yes
148,keif-aldiafa-team-three-masked-servers-with-gold-sign.webp,yes,double,public/images/services/safarjia/safarji-2.webp,504,آلي,yes
149,keif-aldiafa-team-three-staff-in-black-uniforms-with-gold-sign.webp,yes,double,public/images/services/male/safarjia/safarjia-3.webp,599,آلي,yes
150,keif-aldiafa-team-three-staff-in-white-shirts-and-beige-aprons.webp,yes,single_ok,public/images/services/male/safarjia/safarjia-5.webp,390,آلي,yes
151,keif-aldiafa-team-three-waitstaff-in-banquet-hall.webp,yes,double,public/images/services/safarjia/safarji-4.webp,974,آلي,yes
152,keif-aldiafa-team-three-waitstaff-in-black-aprons.webp,yes,double,public/images/services/safarjia/safarji-1.webp,1110,آلي,yes
153,keif-aldiafa-team-three-waitstaff-standing-in-banquet-hall.webp,yes,double,public/images/services/male/safarjia/safarjia-4.webp,621,آلي,yes
154,keif-aldiafa-team-three-women-white-dresses-in-mirror.webp,yes,double,public/images/services/female/hostesses/hostess-2.webp,176,آلي,yes
155,keif-aldiafa-team-two-servers-holding-brass-pots-indoor.webp,yes,double,public/images/services/male/hosts/makkawi/makkawi-1.webp,1007,آلي,yes
156,keif-aldiafa-team-two-servers-holding-dallah-coffee-pots.webp,yes,double,public/images/services/male/hosts/makkawi/makkawi-2.webp,854,آلي,yes
157,keif-aldiafa-team-two-servers-serving-desserts-and-arabic-coffee.webp,yes,double,public/images/services/female-services/female-2.webp,1083,آلي,yes
158,keif-aldiafa-team-two-staff-masked-lobby.webp,yes,double,public/images/services/female-services/female-1.webp,785,آلي,yes
159,keif-aldiafa-team-two-women-red-uniforms-lobby.webp,yes,double,public/images/services/female-services/female-4.webp,1023,آلي,yes
160,keif-aldiafa-team-uniformed-staff-portrait.webp,yes,double,public/images/services/female-services/female-5.webp,446,آلي,yes
161,keif-aldiafa-team-woman-niqab-holding-green-cutout.webp,yes,single_ok,public/images/services/artistic/artist/artist-3.webp,389,آلي,yes
162,keif-aldiafa-three-qahwajiin-black-daglah-wedding-reception-cb-monogram-balloons.webp,yes,single_ok,public/images/weddings/luxury-wedding-decoration-male-hosts-traditional-uniform.webp,622,آلي,yes
163,keif-aldiafa-two-hostesses-uniform-serving-arabic-coffee-and-pastries-majlis.webp,yes,double,public/images/services/female-services/female-main-bg.webp,1191,آلي,yes
164,keif-aldiafa-two-qahwajiin-black-daglah-dates-tray-and-dallah-corridor.webp,yes,double,public/images/services/male/hosts/dagla/dagla-2.webp,1121,آلي,yes
165,keif-aldiafa-two-sababin-white-thobe-crossed-belt-tea-coffee-bar-wedding-hall.webp,yes,double,public/images/services/male/hosts/hizam/hizam-2.webp,1066,آلي,yes
166,keif-aldiafa-equipment-brass-dallah-coffee-pots-and-cups-display.webp,yes,single_ok,public/images/services/male/souqiya/souqiya-7.webp,285,آلي,yes
167,keif-aldiafa-equipment-clear-glass-cup-and-saucer-product-display.webp,yes,single_ok,public/images/serving-equipment/glass-tea-cup.webp,639,آلي,yes
168,keif-aldiafa-equipment-clear-glass-cup-gold-stripes.webp,yes,single_ok,public/images/serving-equipment/coffee-glass.webp,629,آلي,yes
169,keif-aldiafa-equipment-clear-glass-cup-with-gold-stripes-and-logo.webp,yes,single_ok,public/images/equipment/saudi-luxury-ornate-tea-glass-golden-silver-hospitality.webp,383,آلي,yes
170,keif-aldiafa-equipment-clear-ribbed-glass-cup-and-saucer.webp,yes,single_ok,public/images/equipment/saudi-traditional-ribbed-glass-tea-cup-set.webp,198,آلي,yes
171,keif-aldiafa-equipment-clear-stem-glass-on-branded-white-background.webp,yes,single_ok,public/images/equipment/saudi-golden-striped-tea-cup-saucer-hospitality.webp,641,آلي,yes
172,keif-aldiafa-equipment-clear-stemmed-wine-glass-on-branded-background.webp,yes,single_ok,public/images/serving-equipment/glass-cup.webp,635,آلي,yes
173,keif-aldiafa-equipment-clear-stemmed-wine-glass-with-brand-logo.webp,yes,single_ok,public/images/equipment/saudi-silver-dallah-serveware-luxury-hospitality.webp,190,آلي,yes
174,keif-aldiafa-equipment-decorative-glass-teacup-and-saucer.webp,yes,single_ok,public/images/equipment/arabic-coffee-gahwa-ornate-glass-cup-set-equipment.webp,545,آلي,yes
175,keif-aldiafa-equipment-decorative-gold-pattern-glass-cups-saucer.webp,yes,single_ok,public/images/equipment/traditional-saudi-clear-glass-qahwa-cup.webp,648,آلي,yes
176,keif-aldiafa-equipment-glass-cup-gold-stripes-saucer-logo.webp,yes,single_ok,public/images/equipment/royal-golden-dallah-coffee-pot-saudi-hospitality.webp,437,آلي,yes
177,keif-aldiafa-equipment-glass-cup-with-gold-vertical-stripes-on-saucer.webp,yes,single_ok,public/images/serving-equipment/coffee-finjan.webp,823,آلي,yes
178,keif-aldiafa-equipment-glass-mug-gold-rim-palm-and-crossed-swords.webp,yes,single_ok,public/images/equipment/saudi-arabic-coffee-emblem-handled-mug-golden-hospitality.webp,726,آلي,yes
179,keif-aldiafa-equipment-glass-mug-with-gold-stripes-on-saucer.webp,yes,single_ok,public/images/equipment/luxury-faceted-tea-cup-transparent-hospitality.webp,838,آلي,yes
180,keif-aldiafa-equipment-glass-mug-with-palm-and-crossed-swords-emblem.webp,yes,single_ok,public/images/serving-equipment/tea-cup.webp,726,آلي,yes
181,keif-aldiafa-equipment-glass-tea-sets-with-gold-display-stands.webp,yes,single_ok,public/images/equipment/ksa-luxury-qahwa-golden-glass-cup-stand-majlis.webp,511,آلي,yes
182,keif-aldiafa-equipment-glass-teacup-jug-saucer-display.webp,yes,single_ok,public/images/equipment/luxury-clear-ribbed-glass-cup-saucer-hospitality.webp,650,آلي,yes
183,keif-aldiafa-equipment-glass-tumbler-gold-stripes-branded-background.webp,yes,single_ok,public/images/equipment/saudi-clear-cup-saucer-golden-stripes-hospitality.webp,637,آلي,yes
184,keif-aldiafa-equipment-gold-and-glass-multi-tier-stand.webp,yes,single_ok,public/images/equipment/jeddah-vip-majlis-golden-arabic-coffee-stand.webp,537,آلي,yes
185,keif-aldiafa-equipment-gold-dallah-arabic-coffee-pot.webp,yes,single_ok,public/images/equipment/saudi-luxury-gold-rimmed-emblem-coffee-pot.webp,874,آلي,yes
186,keif-aldiafa-equipment-gold-dallah-blue-pattern-background-catalog.webp,yes,single_ok,public/images/equipment/saudi-luxury-gold-rimmed-emblem-coffee-pot.webp,1435,آلي,yes
187,keif-aldiafa-equipment-gold-emblem-porcelain-coffee-cups.webp,yes,single_ok,public/images/equipment/saudi-gold-palm-gahwa-cups-set.webp,775,آلي,yes
188,keif-aldiafa-equipment-gold-glass-multi-tier-serving-stand.webp,yes,single_ok,public/images/equipment/ksa-golden-buffet-tray-glass-cups-hospitality.webp,686,آلي,yes
189,keif-aldiafa-equipment-gold-glass-tea-stand-table.webp,yes,double,public/images/equipment/saudi-arabic-coffee-vip-golden-cup-stand-majlis.webp,562,آلي,yes
190,keif-aldiafa-equipment-gold-pitchers-tripod-stands-orchid-centerpiece.webp,yes,double,public/images/services/male/souqiya/souqiya-4.webp,1166,آلي,yes
191,keif-aldiafa-equipment-gold-rimmed-porcelain-cups-on-gold-tray.webp,yes,single_ok,public/images/equipment/saudi-ceremonial-golden-tray-white-cups-hospitality.webp,463,آلي,yes
192,keif-aldiafa-equipment-gold-tea-glass-tree-stand-white-table.webp,yes,single_ok,public/images/services/male/souqiya/souqiya-2.webp,1324,آلي,yes
193,keif-aldiafa-equipment-gold-tray-clear-glasses-palm-motif.webp,yes,single_ok,public/images/equipment/riyadh-luxury-arabic-coffee-glass-cup-dessert-table.webp,505,آلي,yes
194,keif-aldiafa-equipment-golden-brass-pitchers-set-collection.webp,yes,single_ok,public/images/services/male/souqiya/souqiya-7.webp,1300,آلي,yes
195,keif-aldiafa-equipment-golden-dallah-and-cups-display.webp,yes,double,public/images/services/male/souqiya/souqiya-5.webp,729,آلي,yes
196,keif-aldiafa-equipment-golden-dallah-coffee-pot-on-glass-table.webp,yes,double,public/images/equipment/vip-saudi-golden-dallah-dates-table.webp,665,آلي,yes
197,keif-aldiafa-equipment-golden-dallah-coffee-pot-product-shot.webp,yes,single_ok,public/images/serving-equipment/coffee-dallah.webp,843,آلي,yes
198,keif-aldiafa-equipment-golden-decorative-vessel-on-marble-table.webp,yes,double,public/images/services/male/souqiya/souqiya-6.webp,190,آلي,yes
199,keif-aldiafa-equipment-metal-dallah-coffee-pot-product-display.webp,yes,single_ok,public/images/equipment/saudi-luxury-silver-dallah-arabic-coffee-equipment.webp,872,آلي,yes
200,keif-aldiafa-equipment-ornate-gold-accent-tea-glass-with-saucer.webp,yes,single_ok,public/images/serving-equipment/white-tea-cup.webp,647,آلي,yes
201,keif-aldiafa-equipment-ornate-gold-vessel-with-blue-beads.webp,yes,double,public/images/services/sawas/sawas-style-2.webp,1125,آلي,yes
202,keif-aldiafa-equipment-ornate-golden-decorative-vessel-display.webp,yes,double,public/images/services/sawas/sawas-style-4.webp,1076,آلي,yes
203,keif-aldiafa-equipment-ornate-golden-tiered-stand-blue-beads-dallah-cup-tray.webp,yes,double,public/images/services/male/sawas/sawas-5.webp,582,آلي,yes
204,keif-aldiafa-equipment-ornate-golden-tiered-stand-coins-turquoise-beads-glass-cups.webp,yes,double,public/images/services/male/sawas/sawas-3.webp,519,آلي,yes
205,keif-aldiafa-equipment-silver-arabic-coffee-pot-dallah.webp,yes,single_ok,public/images/serving-equipment/golden-dallah.webp,867,آلي,yes
206,keif-aldiafa-equipment-silver-dallah-coffee-pot-with-k-logo.webp,yes,single_ok,public/images/equipment/luxury-clear-stemmed-goblet-glass-hospitality.webp,697,آلي,yes
207,keif-aldiafa-equipment-white-ceramic-cup-on-saucer-with-branded-frame.webp,yes,single_ok,public/images/serving-equipment/coffee-mug.webp,655,آلي,yes
208,keif-aldiafa-equipment-white-cup-and-saucer-with-brand-frame.webp,yes,single_ok,public/images/equipment/luxury-saudi-white-coffee-cup-saucer.webp,639,آلي,yes
209,keif-aldiafa-equipment-white-cup-and-saucer-with-k-logo.webp,yes,single_ok,public/images/equipment/saudi-luxury-hospitality-white-porcelain-cup-saucer.webp,177,آلي,yes
210,keif-aldiafa-equipment-white-emblem-cups-stacked-gold-tray.webp,yes,single_ok,public/images/equipment/saudi-ceremonial-golden-tray-white-cups-hospitality.webp,1332,آلي,yes
211,keif-aldiafa-equipment-white-gold-porcelain-coffee-cups.webp,yes,single_ok,public/images/serving-equipment/coffee-cups.webp,790,آلي,yes
212,keif-aldiafa-equipment-white-porcelain-cup-saucer-k-logo-catalog.webp,yes,single_ok,public/images/equipment/saudi-luxury-hospitality-white-porcelain-cup-saucer.webp,710,آلي,yes
213,keif-aldiafa-offering-assorted-stuffed-dates-on-trays.webp,yes,double,public/images/dates/stuffed-dates.webp,1012,آلي,yes
214,keif-aldiafa-offering-baklava-silver-trays-fruit-platters-gold-stands-1.webp,yes,double,public/images/sweets/saudi-traditional-baklava-kunafa-pistachio-fruit-platter.webp,870,آلي,yes
215,keif-aldiafa-offering-baklava-silver-trays-fruit-platters-gold-stands-2.webp,yes,double,public/images/sweets/saudi-fruit-platter-baklava-pistachio-dessert.webp,844,آلي,yes
216,keif-aldiafa-offering-bedouin-tent-majlis-sadu-cushions-outdoor-turf-stage.webp,yes,single_ok,public/images/services/artistic/heritage-tent/tent-4.webp,981,آلي,yes
217,keif-aldiafa-offering-brass-coffee-urn-and-cups-table-setup.webp,yes,double,public/images/services/male/souqiya/souqiya-2.webp,248,آلي,yes
218,keif-aldiafa-offering-buffet-dessert-display-glasses-cakes.webp,yes,double,public/images/sweets/saudi-luxury-dessert-buffet-mini-cakes-shooters.webp,939,آلي,yes
219,keif-aldiafa-offering-caramel-pistachio-sweets-platter.webp,yes,single_ok,public/images/dates/stuffed-dates-3.webp,859,آلي,yes
220,keif-aldiafa-offering-corporate-buffet-tiered-wooden-stands-mini-pastries-flowers.webp,yes,double,public/images/services/artistic/buffet/buffet-2.webp,965,آلي,yes
